year,reporter,partner,commodity_code,section_code,trade_value_usd_exp,trade_value_usd_imp
2019,Argentina,Mexico,731816,15,33853,70479
2020,Argentina,Mexico,731816,15,18634,47321
2017,Argentina,Mexico,731819,15,65,141291
2018,Argentina,Mexico,731819,15,15511,152528
2019,Argentina,Mexico,731819,15,0,72171
2020,Argentina,Mexico,731819,15,0,6075
2017,Argentina,Mexico,731821,15,1193,63135
2018,Argentina,Mexico,731821,15,152,4993
2019,Argentina,Mexico,731821,15,1728,16397
2020,Argentina,Mexico,731821,15,0,23365
2017,Argentina,Mexico,731822,15,20709,52163
2018,Argentina,Mexico,731822,15,27451,66382
2019,Argentina,Mexico,731822,15,47328,50129
2020,Argentina,Mexico,731822,15,37691,43007
2017,Argentina,Mexico,731823,15,240,124
2018,Argentina,Mexico,731823,15,0,49
2019,Argentina,Mexico,731823,15,0,2
2017,Argentina,Mexico,731824,15,2561,30974
2018,Argentina,Mexico,731824,15,613,35358
2019,Argentina,Mexico,731824,15,1189,39602
2020,Argentina,Mexico,731824,15,5469,23994
2017,Argentina,Mexico,731829,15,41,18081
2018,Argentina,Mexico,731829,15,170,43321
2019,Argentina,Mexico,731829,15,370,67917
2020,Argentina,Mexico,731829,15,1429,10809
2017,Argentina,Mexico,731940,15,0,103
2018,Argentina,Mexico,731940,15,0,114
2017,Argentina,Mexico,731990,15,0,38248
2019,Argentina,Mexico,731990,15,0,28723
2020,Argentina,Mexico,731990,15,0,38092
2017,Argentina,Mexico,732010,15,3300,2007
2018,Argentina,Mexico,732010,15,0,138
2019,Argentina,Mexico,732010,15,0,2164
2020,Argentina,Mexico,732010,15,0,2831
2017,Argentina,Mexico,732020,15,487855,371620
2018,Argentina,Mexico,732020,15,498539,249206
2019,Argentina,Mexico,732020,15,567440,465551
2020,Argentina,Mexico,732020,15,405965,188522
2017,Argentina,Mexico,732090,15,2446,7264
2018,Argentina,Mexico,732090,15,1929,8210
2019,Argentina,Mexico,732090,15,18590,3414
2020,Argentina,Mexico,732090,15,2023,1687
2017,Argentina,Mexico,732111,15,0,2324
2018,Argentina,Mexico,732111,15,0,1369564
2019,Argentina,Mexico,732111,15,0,2613117
2020,Argentina,Mexico,732111,15,0,4042863
2017,Argentina,Mexico,732119,15,923,872
2019,Argentina,Mexico,732119,15,0,925
2017,Argentina,Mexico,732181,15,33328,0
2017,Argentina,Mexico,732190,15,803,750450
2018,Argentina,Mexico,732190,15,803,22302
2019,Argentina,Mexico,732190,15,0,12058
2020,Argentina,Mexico,732190,15,0,151
2017,Argentina,Mexico,732219,15,0,40
2018,Argentina,Mexico,732219,15,0,1568
2019,Argentina,Mexico,732219,15,0,453
2020,Argentina,Mexico,732219,15,0,65
2017,Argentina,Mexico,732290,15,2996,0
2019,Argentina,Mexico,732290,15,0,179
2020,Argentina,Mexico,732290,15,0,123
2017,Argentina,Mexico,732393,15,220,0
2019,Argentina,Mexico,732393,15,0,185
2020,Argentina,Mexico,732393,15,1181,0
2017,Argentina,Mexico,732399,15,3156,23426
2019,Argentina,Mexico,732399,15,3532,0
2017,Argentina,Mexico,732410,15,0,326
2017,Argentina,Mexico,732429,15,0,9701
2017,Argentina,Mexico,732490,15,0,8660
2019,Argentina,Mexico,732490,15,0,9924
2017,Argentina,Mexico,732599,15,0,5485
2018,Argentina,Mexico,732599,15,0,7252
2019,Argentina,Mexico,732599,15,0,7718
2020,Argentina,Mexico,732599,15,0,19547
2017,Argentina,Mexico,732619,15,2616,89616
2018,Argentina,Mexico,732619,15,0,103647
2019,Argentina,Mexico,732619,15,0,1480
2020,Argentina,Mexico,732619,15,0,1884
2017,Argentina,Mexico,732620,15,15041,31698
2018,Argentina,Mexico,732620,15,0,12742
2019,Argentina,Mexico,732620,15,0,7751
2020,Argentina,Mexico,732620,15,0,3208
2017,Argentina,Mexico,732690,15,3970907,1480793
2018,Argentina,Mexico,732690,15,4471140,2299295
2019,Argentina,Mexico,732690,15,5905960,3312082
2020,Argentina,Mexico,732690,15,3876207,1184549
2019,Argentina,Mexico,740620,15,0,11594
2017,Argentina,Mexico,740821,15,0,25116
2020,Argentina,Mexico,740821,15,0,28342
2017,Argentina,Mexico,740822,15,0,140071
2018,Argentina,Mexico,740822,15,0,154644
2019,Argentina,Mexico,740822,15,0,187219
2020,Argentina,Mexico,740822,15,0,119830
2017,Argentina,Mexico,740911,15,0,1247940
2018,Argentina,Mexico,740911,15,0,150463
2019,Argentina,Mexico,740911,15,0,755047
2020,Argentina,Mexico,740911,15,0,669984
2019,Argentina,Mexico,740919,15,0,5947
2017,Argentina,Mexico,740921,15,0,3480
2017,Argentina,Mexico,740940,15,0,249282
2018,Argentina,Mexico,740940,15,0,250893
2019,Argentina,Mexico,740940,15,0,271882
2020,Argentina,Mexico,740940,15,0,253835
2017,Argentina,Mexico,741011,15,0,29002
2018,Argentina,Mexico,741011,15,0,32256
2017,Argentina,Mexico,741012,15,0,12710
2018,Argentina,Mexico,741012,15,0,13666
2017,Argentina,Mexico,741110,15,0,2272439
2018,Argentina,Mexico,741110,15,0,2016255
2019,Argentina,Mexico,741110,15,0,1242155
2020,Argentina,Mexico,741110,15,0,1835528
2017,Argentina,Mexico,741121,15,0,551916
2018,Argentina,Mexico,741121,15,0,591529
2019,Argentina,Mexico,741121,15,0,598963
2020,Argentina,Mexico,741121,15,0,270158
2017,Argentina,Mexico,741122,15,0,4179
2018,Argentina,Mexico,741122,15,0,23673
2018,Argentina,Mexico,741129,15,0,1434
2020,Argentina,Mexico,741129,15,0,156
2017,Argentina,Mexico,741210,15,0,332
2018,Argentina,Mexico,741210,15,0,104
2017,Argentina,Mexico,741220,15,72625,7444
2018,Argentina,Mexico,741220,15,56326,4124
2019,Argentina,Mexico,741220,15,75090,5565
2020,Argentina,Mexico,741220,15,29191,894
2017,Argentina,Mexico,741300,15,0,5663
2018,Argentina,Mexico,741300,15,0,1994
2019,Argentina,Mexico,741300,15,0,10134
2020,Argentina,Mexico,741300,15,0,4365
2017,Argentina,Mexico,741521,15,6670,390
2018,Argentina,Mexico,741521,15,13430,522
2019,Argentina,Mexico,741521,15,2651,587
2020,Argentina,Mexico,741521,15,0,31
2017,Argentina,Mexico,741529,15,0,48
2018,Argentina,Mexico,741529,15,0,180
2019,Argentina,Mexico,741529,15,0,17
2017,Argentina,Mexico,741533,15,439,55
2018,Argentina,Mexico,741533,15,1525,4811
2019,Argentina,Mexico,741533,15,4624,723
2020,Argentina,Mexico,741533,15,2155,0
2017,Argentina,Mexico,741539,15,406,2
2018,Argentina,Mexico,741539,15,0,91
2019,Argentina,Mexico,741539,15,0,397
2017,Argentina,Mexico,741810,15,10800,0
2017,Argentina,Mexico,741999,15,8393,34826
2018,Argentina,Mexico,741999,15,8162,11624
2019,Argentina,Mexico,741999,15,9608,62482
2020,Argentina,Mexico,741999,15,549,3211
2018,Argentina,Mexico,750720,15,0,1010
2017,Argentina,Mexico,750890,15,0,39260
2018,Argentina,Mexico,750890,15,0,53941
2019,Argentina,Mexico,750890,15,0,34776
2020,Argentina,Mexico,750890,15,0,24109
2017,Argentina,Mexico,760110,15,19795292,0
2017,Argentina,Mexico,760120,15,4356464,1166234
2018,Argentina,Mexico,760120,15,0,494321
2019,Argentina,Mexico,760120,15,0,1297192
2020,Argentina,Mexico,760120,15,0,1502307
2017,Argentina,Mexico,760421,15,4617,0
2017,Argentina,Mexico,760429,15,0,16850
2018,Argentina,Mexico,760429,15,0,20396
2019,Argentina,Mexico,760429,15,0,24910
2020,Argentina,Mexico,760429,15,0,12882
2017,Argentina,Mexico,760529,15,0,206
2018,Argentina,Mexico,760529,15,0,263
2017,Argentina,Mexico,760611,15,0,10523
2017,Argentina,Mexico,760612,15,0,22
2017,Argentina,Mexico,760692,15,0,116968
2018,Argentina,Mexico,760692,15,0,47428
2019,Argentina,Mexico,760692,15,0,23917
2017,Argentina,Mexico,760711,15,0,98
2017,Argentina,Mexico,760719,15,0,644
2017,Argentina,Mexico,760720,15,610522,28099
2018,Argentina,Mexico,760720,15,0,18316
2019,Argentina,Mexico,760720,15,14089,39639
2020,Argentina,Mexico,760720,15,0,38328
2017,Argentina,Mexico,760810,15,26,12718
2018,Argentina,Mexico,760810,15,0,56802
2019,Argentina,Mexico,760810,15,0,50368
2020,Argentina,Mexico,760810,15,0,19188
2017,Argentina,Mexico,760820,15,1698,60409
2018,Argentina,Mexico,760820,15,0,6815
2019,Argentina,Mexico,760820,15,0,3402
2020,Argentina,Mexico,760820,15,0,1741
2017,Argentina,Mexico,760900,15,4948,3299
2018,Argentina,Mexico,760900,15,4916,3783
2019,Argentina,Mexico,760900,15,0,17419
2020,Argentina,Mexico,760900,15,5049,6234
2017,Argentina,Mexico,761010,15,0,23396
2017,Argentina,Mexico,761090,15,780,0
2018,Argentina,Mexico,761090,15,152952,0
2019,Argentina,Mexico,761090,15,60693,6508
2020,Argentina,Mexico,761090,15,0,7200
2019,Argentina,Mexico,761210,15,0,25293
2020,Argentina,Mexico,761210,15,0,24936
2017,Argentina,Mexico,761290,15,164387,772167
2018,Argentina,Mexico,761290,15,7457,497692
2020,Argentina,Mexico,761290,15,16291992,0
2018,Argentina,Mexico,761410,15,0,27756
2017,Argentina,Mexico,761610,15,3031,3419
2018,Argentina,Mexico,761610,15,2974,31
2019,Argentina,Mexico,761610,15,661,4607
2020,Argentina,Mexico,761610,15,0,95
2018,Argentina,Mexico,761691,15,0,47260
2019,Argentina,Mexico,761691,15,0,50161
2020,Argentina,Mexico,761691,15,0,40888
2017,Argentina,Mexico,761699,15,539468,450152
2018,Argentina,Mexico,761699,15,350817,804979
2019,Argentina,Mexico,761699,15,440150,614358
2020,Argentina,Mexico,761699,15,247332,209916
2017,Argentina,Mexico,780191,15,2258517,0
2017,Argentina,Mexico,780420,15,21694,0
2017,Argentina,Mexico,780600,15,63961,51476
2018,Argentina,Mexico,780600,15,0,47122
2019,Argentina,Mexico,780600,15,0,39872
2020,Argentina,Mexico,780600,15,0,33181
2017,Argentina,Mexico,790111,15,0,596401
2018,Argentina,Mexico,790111,15,0,320771
2019,Argentina,Mexico,790111,15,0,351274
2020,Argentina,Mexico,790111,15,0,784730
2017,Argentina,Mexico,790112,15,0,3215823
2018,Argentina,Mexico,790112,15,0,6889059
2019,Argentina,Mexico,790112,15,0,6243231
2020,Argentina,Mexico,790112,15,0,8458252
2017,Argentina,Mexico,790700,15,0,3171
2018,Argentina,Mexico,790700,15,0,1153
2019,Argentina,Mexico,790700,15,1805,1936
2017,Argentina,Mexico,800300,15,0,1065
2018,Argentina,Mexico,800300,15,0,101171
2019,Argentina,Mexico,800300,15,0,8761
2020,Argentina,Mexico,800300,15,0,78160
2018,Argentina,Mexico,800700,15,0,2325
2017,Argentina,Mexico,810110,15,80984,0
2018,Argentina,Mexico,810194,15,0,10025
2019,Argentina,Mexico,810194,15,0,4470
2017,Argentina,Mexico,810199,15,328832,10501
2018,Argentina,Mexico,810199,15,0,15054
2019,Argentina,Mexico,810199,15,0,24583
2020,Argentina,Mexico,810199,15,0,7786
2017,Argentina,Mexico,810590,15,0,1922
2018,Argentina,Mexico,810590,15,0,1893
2019,Argentina,Mexico,810590,15,0,1376
2020,Argentina,Mexico,810590,15,0,967
2017,Argentina,Mexico,810600,15,0,30661
2019,Argentina,Mexico,810890,15,0,62
2020,Argentina,Mexico,810990,15,0,15606
2019,Argentina,Mexico,811100,15,0,4034
2017,Argentina,Mexico,811300,15,0,2440
2018,Argentina,Mexico,811300,15,0,2947
2019,Argentina,Mexico,811300,15,0,2163
2020,Argentina,Mexico,811300,15,0,500
2017,Argentina,Mexico,820110,15,0,14341
2018,Argentina,Mexico,820110,15,0,12300
2019,Argentina,Mexico,820110,15,0,1388
2020,Argentina,Mexico,820110,15,0,2229
2017,Argentina,Mexico,820130,15,0,3563
2018,Argentina,Mexico,820130,15,0,9768
2019,Argentina,Mexico,820130,15,0,5855
2020,Argentina,Mexico,820130,15,0,9731
2017,Argentina,Mexico,820140,15,0,9606
2018,Argentina,Mexico,820140,15,0,4761
2019,Argentina,Mexico,820140,15,0,8526
2020,Argentina,Mexico,820140,15,0,15578
2017,Argentina,Mexico,820150,15,4950,0
2017,Argentina,Mexico,820160,15,0,8748
2018,Argentina,Mexico,820160,15,0,8090
2019,Argentina,Mexico,820160,15,0,6912
2020,Argentina,Mexico,820160,15,0,9608
2017,Argentina,Mexico,820190,15,0,601
2018,Argentina,Mexico,820190,15,0,497
2020,Argentina,Mexico,820190,15,0,3389
2017,Argentina,Mexico,820210,15,0,8229
2018,Argentina,Mexico,820210,15,0,4866
2019,Argentina,Mexico,820210,15,0,3874
2020,Argentina,Mexico,820210,15,0,3351
2017,Argentina,Mexico,820220,15,0,695757
2018,Argentina,Mexico,820220,15,0,588543
2019,Argentina,Mexico,820220,15,0,611026
2020,Argentina,Mexico,820220,15,0,662574
2017,Argentina,Mexico,820239,15,1555,1031
2018,Argentina,Mexico,820239,15,0,1536
2019,Argentina,Mexico,820239,15,0,3067
2020,Argentina,Mexico,820239,15,0,3778
2018,Argentina,Mexico,820299,15,0,24022
2019,Argentina,Mexico,820299,15,0,11320
2020,Argentina,Mexico,820299,15,0,24060
2017,Argentina,Mexico,820310,15,0,20073
2018,Argentina,Mexico,820310,15,0,4199
2019,Argentina,Mexico,820310,15,0,24658
2020,Argentina,Mexico,820310,15,0,1568
2017,Argentina,Mexico,820320,15,0,5793
2018,Argentina,Mexico,820320,15,0,285
2019,Argentina,Mexico,820320,15,4219,1335
2020,Argentina,Mexico,820320,15,0,301
2018,Argentina,Mexico,820340,15,0,1
2019,Argentina,Mexico,820340,15,0,10
2020,Argentina,Mexico,820340,15,0,21
2017,Argentina,Mexico,820411,15,2633385,37671
2018,Argentina,Mexico,820411,15,2678201,5800
2019,Argentina,Mexico,820411,15,2773414,10068
2020,Argentina,Mexico,820411,15,1889773,11922
2017,Argentina,Mexico,820412,15,0,4316
2018,Argentina,Mexico,820412,15,0,46
2019,Argentina,Mexico,820412,15,0,183
2020,Argentina,Mexico,820412,15,0,114
2017,Argentina,Mexico,820420,15,174057,12905
2018,Argentina,Mexico,820420,15,53007,1136
2020,Argentina,Mexico,820420,15,0,5833
2017,Argentina,Mexico,820510,15,1662,0
2017,Argentina,Mexico,820520,15,0,56116
2018,Argentina,Mexico,820520,15,0,73212
2019,Argentina,Mexico,820520,15,0,28861
2020,Argentina,Mexico,820520,15,0,7933
2017,Argentina,Mexico,820530,15,0,508
2018,Argentina,Mexico,820530,15,0,273
2019,Argentina,Mexico,820530,15,0,511
2020,Argentina,Mexico,820530,15,0,1291
2017,Argentina,Mexico,820540,15,112,13162
2018,Argentina,Mexico,820540,15,0,2011
2019,Argentina,Mexico,820540,15,88,768
2020,Argentina,Mexico,820540,15,0,2800
2017,Argentina,Mexico,820551,15,4753,13299
2018,Argentina,Mexico,820551,15,205,43318
2019,Argentina,Mexico,820551,15,3441,10843
2020,Argentina,Mexico,820551,15,0,47845
2017,Argentina,Mexico,820559,15,3725,22201
2018,Argentina,Mexico,820559,15,932,26740
2019,Argentina,Mexico,820559,15,1728,54984
2020,Argentina,Mexico,820559,15,0,25928
2017,Argentina,Mexico,820570,15,0,1865
2020,Argentina,Mexico,820570,15,0,587
2017,Argentina,Mexico,820590,15,1195,203
2018,Argentina,Mexico,820590,15,0,3813
2019,Argentina,Mexico,820590,15,0,11534
2017,Argentina,Mexico,820600,15,0,424
2018,Argentina,Mexico,820600,15,0,202
2020,Argentina,Mexico,820600,15,0,232
2017,Argentina,Mexico,820713,15,5730,135166
2018,Argentina,Mexico,820713,15,0,59903
2020,Argentina,Mexico,820713,15,0,71805
2017,Argentina,Mexico,820719,15,9623,239641
2018,Argentina,Mexico,820719,15,0,231721
2019,Argentina,Mexico,820719,15,0,75399
2020,Argentina,Mexico,820719,15,112482,37566
2017,Argentina,Mexico,820720,15,0,4289
2018,Argentina,Mexico,820720,15,0,482
2017,Argentina,Mexico,820730,15,217513,17365
2018,Argentina,Mexico,820730,15,0,13733
2020,Argentina,Mexico,820730,15,8786,8492
2017,Argentina,Mexico,820740,15,130326,0
2018,Argentina,Mexico,820740,15,0,1260
2017,Argentina,Mexico,820750,15,727,0
2018,Argentina,Mexico,820750,15,0,16633
2019,Argentina,Mexico,820750,15,3429,8257
2020,Argentina,Mexico,820750,15,0,3496
2017,Argentina,Mexico,820770,15,8635,239352
2018,Argentina,Mexico,820770,15,0,213332
2019,Argentina,Mexico,820770,15,0,75744
2020,Argentina,Mexico,820770,15,0,22097
2017,Argentina,Mexico,820780,15,110663,0
2017,Argentina,Mexico,820790,15,16510,8680
2018,Argentina,Mexico,820790,15,16445,30313
2019,Argentina,Mexico,820790,15,0,26710
2020,Argentina,Mexico,820790,15,0,59414
2018,Argentina,Mexico,820810,15,0,998
2019,Argentina,Mexico,820810,15,0,212
2018,Argentina,Mexico,820820,15,0,2835
2020,Argentina,Mexico,820820,15,0,761
2017,Argentina,Mexico,820830,15,0,65278
2018,Argentina,Mexico,820830,15,0,40257
2019,Argentina,Mexico,820830,15,0,90139
2020,Argentina,Mexico,820830,15,0,17674
2017,Argentina,Mexico,820840,15,33884,2654
2018,Argentina,Mexico,820840,15,0,14169
2019,Argentina,Mexico,820840,15,0,6218
2020,Argentina,Mexico,820840,15,0,1999
2017,Argentina,Mexico,820890,15,125000,20105
2018,Argentina,Mexico,820890,15,136260,31625
2019,Argentina,Mexico,820890,15,103283,17141
2020,Argentina,Mexico,820890,15,204822,27295
2017,Argentina,Mexico,820900,15,203818,0
2018,Argentina,Mexico,820900,15,0,6830
2020,Argentina,Mexico,820900,15,102162,0
2018,Argentina,Mexico,821000,15,0,31336
2017,Argentina,Mexico,821194,15,0,59
2018,Argentina,Mexico,821194,15,0,203
2019,Argentina,Mexico,821194,15,0,406
2020,Argentina,Mexico,821194,15,0,307
2017,Argentina,Mexico,821210,15,0,42237577
2018,Argentina,Mexico,821210,15,0,44267663
2019,Argentina,Mexico,821210,15,0,35909613
2020,Argentina,Mexico,821210,15,0,15697661
2020,Argentina,Mexico,821220,15,0,15174
2017,Argentina,Mexico,821290,15,0,286065
2018,Argentina,Mexico,821290,15,0,244372
2019,Argentina,Mexico,821290,15,0,288885
2020,Argentina,Mexico,821290,15,0,830321
2018,Argentina,Mexico,821300,15,0,177
2017,Argentina,Mexico,821410,15,0,34556
2018,Argentina,Mexico,821410,15,0,29122
2019,Argentina,Mexico,821410,15,0,12069
2020,Argentina,Mexico,821410,15,0,16452
2017,Argentina,Mexico,821420,15,706,0
2018,Argentina,Mexico,821420,15,0,19158
2017,Argentina,Mexico,830110,15,0,88555
2018,Argentina,Mexico,830110,15,0,75722
2019,Argentina,Mexico,830110,15,0,50446
2020,Argentina,Mexico,830110,15,0,6887
2017,Argentina,Mexico,830120,15,1086,5303001
2018,Argentina,Mexico,830120,15,0,6303051
2019,Argentina,Mexico,830120,15,0,3542189
2020,Argentina,Mexico,830120,15,1754,2983628
2017,Argentina,Mexico,830130,15,2,9645
2018,Argentina,Mexico,830130,15,0,567
2019,Argentina,Mexico,830130,15,0,6218
2017,Argentina,Mexico,830140,15,62486,24623
2018,Argentina,Mexico,830140,15,0,18487
2019,Argentina,Mexico,830140,15,30208,16244
2020,Argentina,Mexico,830140,15,21082,80639
2017,Argentina,Mexico,830150,15,0,271
2018,Argentina,Mexico,830150,15,0,66
2019,Argentina,Mexico,830150,15,0,434
2017,Argentina,Mexico,830160,15,108,6180
2018,Argentina,Mexico,830160,15,139,17498
2019,Argentina,Mexico,830160,15,0,4902
2020,Argentina,Mexico,830160,15,0,3825
2017,Argentina,Mexico,830170,15,683,16597
2018,Argentina,Mexico,830170,15,0,52236
2019,Argentina,Mexico,830170,15,0,31283
2020,Argentina,Mexico,830170,15,0,14200
2017,Argentina,Mexico,830210,15,4519,335778
2018,Argentina,Mexico,830210,15,5856,212679
2019,Argentina,Mexico,830210,15,5318,124038
2020,Argentina,Mexico,830210,15,0,39133
2017,Argentina,Mexico,830220,15,35,1358
2018,Argentina,Mexico,830220,15,2392,0
2019,Argentina,Mexico,830220,15,0,166
2017,Argentina,Mexico,830230,15,1532,398515
2018,Argentina,Mexico,830230,15,36594,651926
2019,Argentina,Mexico,830230,15,422,519129
2020,Argentina,Mexico,830230,15,261,603854
2017,Argentina,Mexico,830241,15,0,6369
2018,Argentina,Mexico,830241,15,1024,0
2020,Argentina,Mexico,830241,15,0,3351
2017,Argentina,Mexico,830242,15,303,441
2018,Argentina,Mexico,830242,15,0,3589
2019,Argentina,Mexico,830242,15,0,1182
2020,Argentina,Mexico,830242,15,0,1307
2017,Argentina,Mexico,830249,15,360,6597
2018,Argentina,Mexico,830249,15,0,26547
2019,Argentina,Mexico,830249,15,0,1744
2020,Argentina,Mexico,830249,15,0,324
2017,Argentina,Mexico,830250,15,224,13940
2018,Argentina,Mexico,830250,15,0,4915
2019,Argentina,Mexico,830250,15,0,259919
2020,Argentina,Mexico,830250,15,0,89351
2017,Argentina,Mexico,830260,15,2100,0
2018,Argentina,Mexico,830260,15,0,13
2019,Argentina,Mexico,830260,15,0,946
2020,Argentina,Mexico,830260,15,0,634
2017,Argentina,Mexico,830621,15,0,1398
2018,Argentina,Mexico,830621,15,0,297
2017,Argentina,Mexico,830629,15,0,1868
2018,Argentina,Mexico,830629,15,0,8828
2018,Argentina,Mexico,830630,15,0,34090
2019,Argentina,Mexico,830630,15,0,3878
2020,Argentina,Mexico,830630,15,0,679
2017,Argentina,Mexico,830710,15,3561,2997
2018,Argentina,Mexico,830710,15,0,1357
2019,Argentina,Mexico,830710,15,0,1621
2020,Argentina,Mexico,830710,15,0,2245
2018,Argentina,Mexico,830790,15,0,1079
2019,Argentina,Mexico,830790,15,0,909
2017,Argentina,Mexico,830810,15,210,14126
2017,Argentina,Mexico,830820,15,61980,0
2017,Argentina,Mexico,830890,15,998,3618
2018,Argentina,Mexico,830890,15,0,411
2019,Argentina,Mexico,830890,15,0,307
2020,Argentina,Mexico,830890,15,0,53
2017,Argentina,Mexico,830910,15,0,2172246
2018,Argentina,Mexico,830910,15,0,2838702
2019,Argentina,Mexico,830910,15,0,1868308
2020,Argentina,Mexico,830910,15,0,1616572
2017,Argentina,Mexico,830990,15,72829,172953
2018,Argentina,Mexico,830990,15,19881,225358
2019,Argentina,Mexico,830990,15,2609,129535
2020,Argentina,Mexico,830990,15,0,115514
2017,Argentina,Mexico,831000,15,13037,4307
2018,Argentina,Mexico,831000,15,44132,15392
2019,Argentina,Mexico,831000,15,0,3105
2020,Argentina,Mexico,831000,15,0,72
2017,Argentina,Mexico,831110,15,0,27524
2018,Argentina,Mexico,831110,15,0,21193
2019,Argentina,Mexico,831110,15,0,13414
2020,Argentina,Mexico,831110,15,0,24190
2019,Argentina,Mexico,831120,15,0,20450
2019,Argentina,Mexico,831130,15,0,1833
2017,Argentina,Mexico,831190,15,0,17204
2018,Argentina,Mexico,831190,15,0,219
2019,Argentina,Mexico,831190,15,0,27
2020,Argentina,Mexico,831190,15,0,136
2017,Argentina,Mexico,840140,16,0,11470
2017,Argentina,Mexico,840219,16,187318,0
2018,Argentina,Mexico,840290,16,0,176014
2019,Argentina,Mexico,840290,16,0,253683
2018,Argentina,Mexico,840390,16,0,116
2017,Argentina,Mexico,840729,16,0,3114
2018,Argentina,Mexico,840729,16,0,69842
2020,Argentina,Mexico,840729,16,0,52156
2018,Argentina,Mexico,840733,16,0,2806
2020,Argentina,Mexico,840733,16,0,25986
2017,Argentina,Mexico,840734,16,0,13034855
2018,Argentina,Mexico,840734,16,0,7959211
2019,Argentina,Mexico,840734,16,0,2500112
2020,Argentina,Mexico,840734,16,0,4068833
2017,Argentina,Mexico,840790,16,570,0
2017,Argentina,Mexico,840820,16,10919606,382714
2018,Argentina,Mexico,840820,16,0,99167
2019,Argentina,Mexico,840820,16,0,82513
2020,Argentina,Mexico,840820,16,0,68364
2017,Argentina,Mexico,840890,16,0,256372
2018,Argentina,Mexico,840890,16,0,72376
2019,Argentina,Mexico,840890,16,0,35928
2020,Argentina,Mexico,840890,16,0,18988
2017,Argentina,Mexico,840910,16,0,431
2017,Argentina,Mexico,840991,16,11505689,7944751
2018,Argentina,Mexico,840991,16,10519419,2218257
2019,Argentina,Mexico,840991,16,12500756,964475
2020,Argentina,Mexico,840991,16,10964511,486254
2017,Argentina,Mexico,840999,16,3813015,8846913
2018,Argentina,Mexico,840999,16,3923388,10999011
2019,Argentina,Mexico,840999,16,3055870,8791285
2020,Argentina,Mexico,840999,16,2229054,8588220
2017,Argentina,Mexico,841191,16,0,1081
2017,Argentina,Mexico,841199,16,0,973193
2018,Argentina,Mexico,841199,16,0,2032182
2019,Argentina,Mexico,841199,16,0,1134477
2020,Argentina,Mexico,841199,16,0,410562
2017,Argentina,Mexico,841221,16,45746,292086
2018,Argentina,Mexico,841221,16,72113,137074
2019,Argentina,Mexico,841221,16,25496,232827
2020,Argentina,Mexico,841221,16,19231,514617
2017,Argentina,Mexico,841229,16,63342,148757
2018,Argentina,Mexico,841229,16,0,33010
2019,Argentina,Mexico,841229,16,7579,91127
2020,Argentina,Mexico,841229,16,0,40673
2017,Argentina,Mexico,841231,16,4432,9121
2018,Argentina,Mexico,841231,16,4489,31147
2019,Argentina,Mexico,841231,16,11941,204339
2020,Argentina,Mexico,841231,16,4328,7376
2017,Argentina,Mexico,841239,16,36797,30685
2018,Argentina,Mexico,841239,16,16744,12100
2019,Argentina,Mexico,841239,16,10108,3868
2020,Argentina,Mexico,841239,16,11962,25909
2017,Argentina,Mexico,841290,16,84969,63684
2018,Argentina,Mexico,841290,16,78142,55451
2019,Argentina,Mexico,841290,16,124285,67073
2020,Argentina,Mexico,841290,16,47934,43000
2018,Argentina,Mexico,841319,16,0,12919
2019,Argentina,Mexico,841319,16,0,3368
2020,Argentina,Mexico,841319,16,0,7643
2017,Argentina,Mexico,841320,16,130,1652
2018,Argentina,Mexico,841320,16,0,1725
2019,Argentina,Mexico,841320,16,7187,1557
2020,Argentina,Mexico,841320,16,52852,1913
2017,Argentina,Mexico,841330,16,2080476,643795
2018,Argentina,Mexico,841330,16,1891306,683572
2019,Argentina,Mexico,841330,16,1188341,302066
2020,Argentina,Mexico,841330,16,1146043,188689
2018,Argentina,Mexico,841340,16,0,45855
2017,Argentina,Mexico,841350,16,40770,567934
2018,Argentina,Mexico,841350,16,477781,306116
2019,Argentina,Mexico,841350,16,307736,498281
2020,Argentina,Mexico,841350,16,2894013,407283
2017,Argentina,Mexico,841360,16,1507739,626150
2018,Argentina,Mexico,841360,16,2063261,239941
2019,Argentina,Mexico,841360,16,1526853,518935
2020,Argentina,Mexico,841360,16,2262460,728071
2017,Argentina,Mexico,841370,16,376984,6818385
2018,Argentina,Mexico,841370,16,535319,3170459
2019,Argentina,Mexico,841370,16,440499,6973560
2020,Argentina,Mexico,841370,16,376840,7675648
2017,Argentina,Mexico,841381,16,124521,122942
2018,Argentina,Mexico,841381,16,39999,60503
2019,Argentina,Mexico,841381,16,14114,76277
2020,Argentina,Mexico,841381,16,21841,144049
2020,Argentina,Mexico,841382,16,0,16224
2017,Argentina,Mexico,841391,16,3152440,1315732
2018,Argentina,Mexico,841391,16,4133315,1183334
2019,Argentina,Mexico,841391,16,5870129,1336379
2020,Argentina,Mexico,841391,16,720387,1440505
2017,Argentina,Mexico,841410,16,180480,842
2018,Argentina,Mexico,841410,16,38576,3257
2019,Argentina,Mexico,841410,16,53136,6962
2020,Argentina,Mexico,841410,16,33369,450
2017,Argentina,Mexico,841430,16,7702,1124747
2018,Argentina,Mexico,841430,16,0,1160319
2019,Argentina,Mexico,841430,16,0,566910
2020,Argentina,Mexico,841430,16,0,546115
2017,Argentina,Mexico,841451,16,0,216734
2018,Argentina,Mexico,841451,16,0,376734
