"commodity_code","commodity_fullname_english","group_code","group_fullname_english","section_code","section_fullname_english"
"470419","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470421","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470429","Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470500","Wood pulp; obtained by a combination of mechanical and chemical pulping processes","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470610","Pulp; cotton linters pulp","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470620","Pulp; of fibres derived from recovered (waste and scrap) paper or paperboard","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470630","Pulp; of bamboo","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470691","Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, mechanical","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470692","Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, chemical","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470693","Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470710","Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or corrugated paper or paperboard","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470720","Paper or paperboard; waste and scrap, paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470730","Paper or paperboard; waste and scrap, paper or paperboard made mainly of mechanical pulp (e.g. newspapers, journals and similar printed matter)","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"470790","Paper or paperboard; waste and scrap, of paper or paperboard n.e.c. in heading no. 4707 and of unsorted waste and scrap","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480100","Newsprint; made of fibres by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480210","Hand-made paper or paperboard","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480220","Uncoated paper and paperboard (not 4801 or 4803); of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480240","Uncoated paper and paperboard (not 4801 or 4803); wallpaper base, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480254","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480255","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480256","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480257","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, n.e.c. in item no. 4802.55 or 4802.56","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480258","Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing more than 150g/m2","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480261","Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480262","Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480269","Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, other than rolls, other than sheets 435mm or less by 297mm or less (unfolded)","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480300","Tissue, towel, napkin stock or similar; for household or sanitary use, cellulose, wadding webs of cellulose fibres, in rolls exceeding 36cm in width or rectangular sheets with one side more than 36cm in unfolded state","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480411","Kraft paper and paperboard; kraftliner, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480419","Kraft paper and paperboard; kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480421","Kraft paper and paperboard; sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480429","Kraft paper and paperboard; sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480431","Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480439","Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480441","Kraft paper and paperboard; uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480442","Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480449","Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480451","Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480452","Kraft paper and paperboard; uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480459","Kraft paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480511","Paper and paperboard; uncoated, semi-chemical fluting paper, rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480512","Paper and paperboard; uncoated, straw fluting paper, rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480519","Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480524","Paper & paperboard; uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480525","Paper & paperboard; uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480530","Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480540","Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480550","Paper and paperboard; felt paper and paperboard, uncoated, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480591","Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480592","Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480593","Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480610","Paper; vegetable parchment, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480620","Paper; greaseproof papers, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480630","Paper; tracing papers, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480640","Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480700","Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480810","Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480840","Paper and paperboard; kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480890","Paper and paperboard; other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480920","Paper; self-copy paper, whether or not printed, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"480990","Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481013","Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481014","Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481019","Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481022","Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481029","Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481031","Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481032","Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481039","Kraft paper and paperboard; coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481092","Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481099","Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481110","Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481141","Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481149","Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481151","Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481159","Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481160","Paper and paperboard; coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481190","Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481200","Paper pulp; filter blocks, slabs and plates of paper pulp","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481310","Paper, cigarette; in the form of booklets or tubes","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481320","Paper, cigarette; in rolls of a width not exceeding 5cm","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481390","Paper, cigarette; (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481420","Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481490","Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481620","Paper; self-copy paper (other than those of heading no. 4809), whether or not put up in boxes","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481690","Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481710","Paper and paperboard; envelopes","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481720","Paper and paperboard; letter cards, plain postcards and correspondence cards","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481730","Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481810","Paper articles; toilet paper","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481820","Paper articles; handkerchiefs, cleansing or facial tissues and towels","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481830","Paper articles; tablecloths and serviettes, of paper, cellulose wadding or fibres","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481850","Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481890","Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481910","Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481920","Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
"481930","Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","10","Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof"
